Age,Hours_Worked_Per_Week,Mental_Health_Condition,gender,industry,Location,sleep_Quality,stress_Level,access_to_Mental_Health_Resource,physical_Activity,region
>42,31,ill,Male,Retail,Onsite,Average,Medium,No,Daily,Oceania
>42,38,ill,Other,Education,Onsite,Poor,High,Yes,Not At All,North America
22-32,32,fit,Other,Manufacturing,Hybrid,Average,High,No,Daily,North America
22-32,35,ill,Other,Manufacturing,Hybrid,Good,Low,Yes,Daily,Africa
32-42,56,ill,Other,Finance,Hybrid,Poor,Medium,No,Daily,Europe
>42,60,ill,Female,Manufacturing,Hybrid,Good,Medium,Yes,Weekly,Europe
22-32,44,ill,Other,Education,Onsite,Average,Low,Yes,Weekly,Oceania
22-32,30,fit,Other,IT,Hybrid,Poor,Medium,Yes,Weekly,Europe
32-42,38,ill,Other,Manufacturing,Remote,Poor,High,Yes,Weekly,Europe
>42,35,ill,Male,IT,Remote,Good,Low,Yes,Weekly,North America
32-42,60,ill,Male,Education,Hybrid,Poor,High,Yes,Not At All,North America
>42,59,ill,Female,Consulting,Remote,Average,Low,No,Weekly,Europe
>42,24,ill,Male,Finance,Onsite,Good,Medium,Yes,Weekly,Oceania
32-42,26,fit,Female,Consulting,Remote,Poor,Medium,Yes,Not At All,Asia
22-32,58,ill,Female,Consulting,Onsite,Poor,High,Yes,Weekly,North America
22-32,32,ill,Other,Consulting,Onsite,Poor,Medium,Yes,Not At All,South America
>42,21,ill,Female,Consulting,Hybrid,Average,Medium,No,Not At All,Asia
22-32,39,fit,Female,Education,Remote,Good,Low,Yes,Daily,Asia
32-42,53,ill,Other,Healthcare,Hybrid,Poor,High,Yes,Weekly,Oceania
32-42,20,ill,Other,Consulting,Onsite,Poor,Medium,Yes,Not At All,South America
22-32,39,fit,Other,Manufacturing,Hybrid,Poor,Low,Yes,Daily,Asia
32-42,46,ill,Male,Education,Hybrid,Good,High,No,Weekly,North America
22-32,28,ill,Female,Retail,Remote,Poor,Low,Yes,Not At All,South America
>42,44,ill,Male,IT,Onsite,Average,High,No,Weekly,Africa
22-32,32,ill,Other,Manufacturing,Remote,Poor,Low,Yes,Not At All,North America
22-32,54,fit,Female,IT,Onsite,Average,Medium,No,Daily,North America
>42,36,ill,Female,IT,Onsite,Average,Medium,Yes,Not At All,North America
>42,52,ill,Other,Consulting,Remote,Good,High,No,Daily,Oceania
>42,26,ill,Other,Education,Remote,Poor,High,No,Daily,Europe
>42,36,fit,Male,Education,Onsite,Average,Medium,Yes,Not At All,South America
>42,27,ill,Other,Manufacturing,Remote,Good,Medium,No,Daily,Oceania
32-42,56,ill,Other,IT,Hybrid,Average,High,Yes,Daily,South America
>42,53,ill,Other,Consulting,Onsite,Average,Low,Yes,Weekly,Africa
22-32,35,fit,Female,Retail,Remote,Good,High,No,Not At All,Europe
22-32,57,ill,Other,Education,Remote,Good,High,No,Weekly,Oceania
32-42,36,fit,Other,Finance,Remote,Poor,High,No,Weekly,North America
32-42,47,ill,Other,Healthcare,Hybrid,Poor,High,Yes,Not At All,North America
22-32,36,ill,Female,Healthcare,Remote,Poor,Low,No,Daily,Asia
32-42,55,ill,Female,Consulting,Onsite,Average,High,Yes,Not At All,Africa
>42,27,ill,Male,Finance,Onsite,Poor,Low,Yes,Weekly,Europe
>42,24,ill,Other,Retail,Remote,Poor,Low,Yes,Not At All,North America
>42,29,ill,Other,Finance,Hybrid,Poor,Medium,Yes,Daily,Oceania
>42,37,ill,Other,IT,Hybrid,Poor,High,No,Not At All,Asia
>42,53,ill,Male,Manufacturing,Hybrid,Average,High,No,Not At All,North America
>42,60,ill,Other,Consulting,Hybrid,Poor,Medium,Yes,Daily,Europe
22-32,37,ill,Other,Consulting,Onsite,Good,Low,Yes,Weekly,Asia
22-32,27,fit,Male,Healthcare,Remote,Good,Low,No,Weekly,North America
>42,55,ill,Female,Manufacturing,Remote,Good,High,No,Weekly,Europe
22-32,20,ill,Male,Education,Hybrid,Average,High,No,Not At All,North America
>42,37,ill,Male,Retail,Onsite,Good,Medium,No,Daily,South America
32-42,54,ill,Other,Manufacturing,Onsite,Good,Medium,Yes,Daily,Africa
>42,38,ill,Other,Healthcare,Hybrid,Poor,Medium,No,Daily,South America
>42,48,ill,Other,Finance,Remote,Good,Medium,Yes,Daily,Oceania
32-42,43,ill,Male,Manufacturing,Remote,Average,Low,No,Weekly,Asia
22-32,29,fit,Other,Education,Hybrid,Average,Low,Yes,Daily,North America
>42,40,fit,Other,Retail,Hybrid,Poor,High,No,Weekly,Africa
>42,33,ill,Other,Healthcare,Remote,Poor,Medium,Yes,Not At All,Europe
>42,53,ill,Male,Retail,Onsite,Average,Low,Yes,Not At All,Oceania
>42,54,fit,Other,Manufacturing,Hybrid,Poor,High,No,Not At All,South America
>42,44,fit,Female,Manufacturing,Remote,Good,High,Yes,Daily,Europe
32-42,41,ill,Female,Finance,Remote,Poor,High,Yes,Daily,Oceania
>42,25,fit,Male,Finance,Remote,Average,Low,No,Not At All,Oceania
>42,21,ill,Male,Retail,Remote,Good,Low,Yes,Not At All,Africa
>42,53,fit,Other,Education,Remote,Good,Medium,No,Daily,Asia
22-32,41,fit,Male,IT,Onsite,Good,High,Yes,Weekly,Africa
32-42,41,ill,Female,Finance,Remote,Average,Medium,No,Not At All,Africa
>42,42,ill,Male,Manufacturing,Onsite,Good,Medium,Yes,Not At All,Oceania
32-42,23,fit,Male,Education,Onsite,Poor,Low,Yes,Daily,Oceania
>42,41,fit,Other,Manufacturing,Remote,Average,Medium,No,Daily,South America
32-42,52,ill,Female,Healthcare,Remote,Average,High,Yes,Daily,Oceania
>42,26,ill,Male,Retail,Onsite,Poor,High,Yes,Weekly,South America
32-42,20,fit,Other,Manufacturing,Remote,Poor,Low,No,Not At All,Asia
>42,21,ill,Other,IT,Onsite,Poor,Low,No,Weekly,Asia
32-42,24,fit,Male,Manufacturing,Onsite,Good,Medium,No,Weekly,Asia
>42,58,ill,Other,Healthcare,Remote,Average,High,Yes,Daily,Asia
>42,29,ill,Female,Finance,Hybrid,Average,Medium,No,Weekly,North America
22-32,55,ill,Male,Education,Onsite,Average,Medium,Yes,Weekly,North America
>42,32,ill,Other,Healthcare,Remote,Good,Medium,Yes,Daily,Oceania
>42,29,fit,Other,Finance,Remote,Good,Low,No,Not At All,Europe
22-32,58,ill,Male,Healthcare,Remote,Good,Low,Yes,Not At All,South America
32-42,23,ill,Other,Consulting,Onsite,Poor,High,Yes,Not At All,Asia
22-32,20,ill,Other,Education,Onsite,Poor,High,Yes,Weekly,Asia
>42,50,fit,Male,Retail,Hybrid,Good,High,Yes,Daily,South America
>42,29,ill,Female,Education,Onsite,Good,High,No,Daily,Europe
32-42,60,ill,Male,Retail,Onsite,Average,High,No,Weekly,Africa
22-32,41,ill,Female,Manufacturing,Hybrid,Poor,Medium,No,Daily,North America
22-32,28,ill,Male,IT,Hybrid,Poor,Low,No,Weekly,South America
32-42,53,ill,Female,IT,Remote,Poor,Low,No,Daily,Africa
>42,56,ill,Other,IT,Remote,Average,High,No,Not At All,Africa
>42,55,fit,Female,Manufacturing,Remote,Poor,Medium,Yes,Daily,Oceania
32-42,33,fit,Female,Manufacturing,Onsite,Poor,High,No,Daily,Africa
>42,47,ill,Female,Healthcare,Hybrid,Poor,Low,No,Not At All,Asia
>42,33,ill,Other,Education,Onsite,Average,Low,No,Weekly,North America
22-32,44,ill,Other,Manufacturing,Hybrid,Average,High,Yes,Not At All,South America
22-32,56,ill,Male,IT,Remote,Good,Medium,No,Daily,Asia
22-32,59,ill,Other,Finance,Remote,Average,Low,No,Daily,Oceania
22-32,39,ill,Female,Retail,Remote,Good,Low,No,Not At All,North America
32-42,37,fit,Other,Finance,Onsite,Good,Low,Yes,Not At All,Europe
>42,60,fit,Male,IT,Remote,Good,Low,No,Not At All,South America
>42,51,ill,Other,Consulting,Remote,Average,High,Yes,Weekly,North America
>42,26,ill,Other,Healthcare,Onsite,Good,Low,Yes,Daily,Europe
>42,46,ill,Male,Healthcare,Remote,Poor,Medium,Yes,Not At All,Africa
22-32,33,ill,Other,Finance,Remote,Average,High,No,Daily,North America
22-32,23,ill,Other,Retail,Onsite,Average,Low,No,Weekly,Asia
32-42,21,ill,Other,Retail,Remote,Poor,Medium,Yes,Not At All,North America
>42,39,ill,Female,Finance,Onsite,Average,Low,No,Not At All,Europe
22-32,26,ill,Other,Education,Remote,Good,Low,Yes,Daily,Asia
32-42,58,fit,Female,Consulting,Remote,Good,Medium,No,Not At All,Asia
>42,48,fit,Other,Finance,Hybrid,Good,High,Yes,Weekly,Europe
22-32,33,fit,Female,Manufacturing,Onsite,Good,High,Yes,Daily,Europe
22-32,25,fit,Other,Healthcare,Onsite,Good,Medium,No,Daily,North America
32-42,48,ill,Other,Manufacturing,Onsite,Poor,Medium,No,Not At All,North America
32-42,53,ill,Female,Retail,Hybrid,Poor,High,No,Daily,North America
22-32,60,ill,Female,Education,Onsite,Poor,High,No,Weekly,Europe
>42,50,ill,Other,Finance,Remote,Good,Medium,No,Not At All,North America
>42,21,ill,Female,Healthcare,Hybrid,Good,High,Yes,Not At All,Europe
22-32,43,ill,Female,IT,Remote,Average,Medium,Yes,Daily,North America
32-42,31,fit,Other,Finance,Remote,Good,Medium,Yes,Not At All,Africa
22-32,58,ill,Other,IT,Onsite,Poor,High,Yes,Not At All,North America
22-32,21,ill,Female,IT,Hybrid,Good,High,No,Daily,Oceania
22-32,60,ill,Male,Finance,Onsite,Average,High,Yes,Weekly,South America
22-32,30,ill,Other,Healthcare,Onsite,Good,Low,Yes,Daily,North America
>42,30,fit,Other,Education,Remote,Poor,High,No,Weekly,Europe
>42,49,ill,Male,Finance,Remote,Poor,High,Yes,Not At All,Asia
>42,33,fit,Other,Consulting,Hybrid,Average,Low,No,Not At All,South America
>42,56,ill,Female,IT,Remote,Good,High,No,Not At All,Europe
22-32,46,ill,Female,Education,Remote,Good,Medium,Yes,Weekly,Africa
22-32,28,ill,Female,Finance,Remote,Good,High,No,Weekly,Asia
>42,25,fit,Other,Retail,Onsite,Poor,Low,No,Not At All,Europe
>42,57,fit,Female,Education,Remote,Poor,Medium,No,Weekly,Africa
32-42,52,fit,Male,Healthcare,Onsite,Poor,High,No,Daily,Asia
22-32,34,ill,Male,Finance,Remote,Good,Medium,Yes,Daily,Africa
32-42,56,ill,Other,Consulting,Onsite,Good,High,No,Not At All,Oceania
>42,25,ill,Other,Finance,Remote,Poor,Medium,Yes,Daily,North America
>42,43,ill,Male,Education,Onsite,Average,High,Yes,Daily,South America
32-42,30,ill,Other,Healthcare,Hybrid,Poor,High,No,Weekly,North America
>42,40,ill,Other,Finance,Onsite,Average,High,Yes,Not At All,Oceania
>42,20,ill,Male,Retail,Onsite,Average,Low,No,Not At All,Europe
32-42,50,ill,Other,IT,Onsite,Average,High,Yes,Daily,Asia
32-42,57,ill,Female,Education,Hybrid,Good,High,Yes,Weekly,Oceania
>42,48,ill,Other,Healthcare,Remote,Poor,Low,Yes,Daily,North America
>42,28,fit,Other,Healthcare,Remote,Average,Medium,No,Not At All,Europe
>42,29,ill,Other,Healthcare,Remote,Good,Medium,Yes,Weekly,Africa
22-32,47,ill,Female,Manufacturing,Hybrid,Poor,Low,Yes,Daily,Asia
22-32,45,ill,Female,Retail,Hybrid,Average,High,No,Weekly,South America
32-42,26,ill,Other,IT,Hybrid,Good,High,No,Daily,Asia
32-42,30,ill,Other,Manufacturing,Remote,Good,Low,No,Not At All,Europe
22-32,51,ill,Female,Consulting,Hybrid,Average,High,No,Daily,North America
>42,43,ill,Other,Manufacturing,Onsite,Average,Medium,Yes,Daily,Asia
22-32,28,ill,Other,Finance,Onsite,Good,High,Yes,Not At All,North America
22-32,51,fit,Female,Finance,Hybrid,Good,High,Yes,Not At All,South America
>42,44,fit,Other,Healthcare,Remote,Poor,High,No,Daily,South America
>42,27,fit,Female,Manufacturing,Hybrid,Poor,High,Yes,Weekly,North America
32-42,56,fit,Other,Healthcare,Hybrid,Average,High,Yes,Daily,Asia
32-42,56,ill,Female,Manufacturing,Remote,Good,Low,Yes,Weekly,Oceania
32-42,40,ill,Other,Finance,Onsite,Good,High,No,Weekly,North America
>42,22,ill,Female,IT,Remote,Poor,Low,No,Not At All,North America
22-32,22,ill,Other,IT,Onsite,Good,High,No,Daily,South America
>42,60,ill,Female,IT,Onsite,Average,High,No,Weekly,Europe
>42,45,fit,Male,Healthcare,Remote,Poor,Medium,No,Daily,Africa
32-42,45,ill,Other,Manufacturing,Onsite,Average,High,Yes,Not At All,Oceania
>42,37,ill,Female,Manufacturing,Onsite,Good,Low,No,Daily,Asia
22-32,56,ill,Other,IT,Hybrid,Good,Low,Yes,Not At All,South America
32-42,26,ill,Other,Education,Onsite,Average,Low,No,Weekly,North America
22-32,53,ill,Other,Healthcare,Remote,Good,Low,Yes,Daily,Oceania
>42,23,ill,Other,Consulting,Remote,Poor,Medium,Yes,Daily,South America
>42,47,ill,Other,Retail,Onsite,Good,Medium,No,Weekly,North America
>42,20,fit,Male,Manufacturing,Remote,Average,High,No,Daily,Oceania
22-32,38,ill,Female,Healthcare,Remote,Poor,Medium,Yes,Weekly,Europe
>42,29,ill,Male,Healthcare,Remote,Good,Low,No,Not At All,South America
>42,39,ill,Other,Consulting,Remote,Good,Low,Yes,Daily,North America
32-42,49,ill,Other,Consulting,Onsite,Poor,Medium,No,Weekly,Africa
32-42,20,ill,Other,Healthcare,Remote,Poor,Low,No,Daily,Oceania
22-32,60,ill,Other,IT,Remote,Good,Medium,No,Not At All,North America
22-32,37,ill,Other,Finance,Onsite,Good,Low,Yes,Daily,Asia
22-32,47,ill,Other,Manufacturing,Remote,Poor,High,No,Weekly,Asia
>42,38,ill,Female,Retail,Remote,Poor,Low,No,Weekly,Africa
>42,54,ill,Other,IT,Onsite,Poor,High,Yes,Weekly,Europe
32-42,37,fit,Other,Consulting,Onsite,Average,High,Yes,Daily,Africa
>42,37,ill,Female,Healthcare,Remote,Poor,Low,No,Weekly,Asia
22-32,29,fit,Other,Healthcare,Hybrid,Good,High,No,Weekly,South America
32-42,29,ill,Other,IT,Onsite,Poor,High,Yes,Weekly,Africa
22-32,58,fit,Male,Finance,Hybrid,Poor,High,Yes,Weekly,Europe
>42,20,ill,Male,Finance,Remote,Average,Low,No,Not At All,South America
>42,56,ill,Other,Consulting,Onsite,Good,Low,Yes,Weekly,South America
>42,59,ill,Other,Healthcare,Hybrid,Good,High,No,Not At All,Europe
>42,55,ill,Male,IT,Onsite,Average,High,No,Weekly,Asia
>42,43,ill,Other,Consulting,Hybrid,Poor,Medium,No,Daily,North America
22-32,30,ill,Female,Healthcare,Onsite,Average,High,No,Not At All,South America
22-32,32,ill,Male,IT,Onsite,Good,Medium,Yes,Not At All,South America
>42,39,fit,Other,Retail,Onsite,Poor,Medium,No,Weekly,North America
>42,37,ill,Male,Consulting,Onsite,Poor,Medium,No,Weekly,Europe
>42,28,ill,Other,Manufacturing,Onsite,Average,High,Yes,Weekly,Africa
>42,29,ill,Male,Consulting,Hybrid,Average,Low,No,Weekly,Africa
22-32,25,ill,Other,Manufacturing,Onsite,Average,Medium,Yes,Weekly,Europe
>42,34,ill,Other,Retail,Hybrid,Good,Medium,Yes,Weekly,Oceania
22-32,54,ill,Other,IT,Onsite,Good,Medium,No,Not At All,South America
>42,54,fit,Other,Retail,Hybrid,Poor,Low,Yes,Not At All,Europe
32-42,42,ill,Other,Retail,Remote,Poor,Low,Yes,Weekly,Africa
32-42,54,ill,Female,Finance,Remote,Good,Medium,No,Daily,Asia
22-32,60,ill,Female,Retail,Hybrid,Good,High,Yes,Not At All,South America
32-42,44,ill,Male,Finance,Onsite,Poor,Medium,Yes,Not At All,South America
>42,31,ill,Other,Education,Onsite,Average,Low,Yes,Weekly,Oceania
22-32,27,ill,Male,Healthcare,Remote,Good,Medium,Yes,Daily,Africa
32-42,21,fit,Female,Finance,Onsite,Poor,Medium,Yes,Daily,Oceania
>42,39,ill,Male,Healthcare,Hybrid,Good,Low,Yes,Not At All,Oceania
>42,25,fit,Male,Education,Onsite,Good,Medium,No,Weekly,Europe
32-42,51,fit,Other,Education,Hybrid,Average,Low,No,Weekly,Asia
32-42,48,ill,Female,Retail,Remote,Average,Low,Yes,Daily,Oceania
22-32,26,ill,Other,Education,Hybrid,Good,Low,No,Not At All,North America
>42,49,ill,Other,Retail,Remote,Good,Medium,No,Not At All,South America
22-32,22,fit,Female,Consulting,Remote,Good,Medium,No,Weekly,Europe
>42,36,ill,Male,Consulting,Hybrid,Poor,High,No,Weekly,Europe
>42,42,ill,Male,Finance,Onsite,Average,Medium,Yes,Weekly,Africa
>42,38,ill,Other,Manufacturing,Remote,Poor,Low,Yes,Weekly,South America
32-42,54,ill,Other,Education,Hybrid,Poor,Medium,Yes,Weekly,North America
32-42,31,ill,Other,IT,Remote,Good,Low,No,Weekly,Asia
>42,44,fit,Other,IT,Hybrid,Average,High,Yes,Weekly,Europe
>42,43,ill,Other,IT,Hybrid,Average,Low,No,Weekly,Africa
22-32,47,ill,Other,Finance,Remote,Poor,High,Yes,Not At All,North America
22-32,28,fit,Other,Manufacturing,Onsite,Average,High,Yes,Weekly,Oceania
>42,33,ill,Other,Retail,Hybrid,Average,Low,Yes,Weekly,Asia
32-42,58,ill,Female,Finance,Onsite,Good,Medium,No,Weekly,Africa
>42,57,ill,Female,Healthcare,Hybrid,Good,Low,No,Daily,Asia
>42,45,ill,Other,Finance,Remote,Poor,Medium,No,Daily,Europe
22-32,32,fit,Female,Manufacturing,Remote,Average,Medium,No,Weekly,Africa
>42,22,fit,Other,Finance,Hybrid,Poor,Medium,Yes,Not At All,Africa
>42,50,ill,Female,Manufacturing,Remote,Poor,Low,No,Not At All,Oceania
>42,21,ill,Female,Finance,Remote,Average,Medium,No,Weekly,Oceania
22-32,60,ill,Other,Healthcare,Remote,Average,High,No,Weekly,South America
>42,34,ill,Male,Retail,Hybrid,Poor,High,No,Not At All,South America
>42,27,ill,Other,Healthcare,Hybrid,Good,Low,No,Weekly,Asia
22-32,25,ill,Other,IT,Onsite,Poor,High,Yes,Not At All,South America
>42,22,ill,Other,IT,Hybrid,Poor,High,Yes,Daily,Europe
>42,42,ill,Other,Retail,Remote,Good,Medium,Yes,Weekly,Asia
22-32,24,ill,Female,Manufacturing,Hybrid,Average,Medium,Yes,Weekly,Europe
>42,47,ill,Other,Education,Onsite,Poor,Low,No,Daily,South America
>42,20,fit,Other,Finance,Onsite,Poor,Medium,No,Daily,Oceania
22-32,52,ill,Male,Finance,Hybrid,Good,High,No,Daily,South America
22-32,49,ill,Other,Manufacturing,Onsite,Good,Medium,Yes,Daily,Africa
>42,56,ill,Other,Healthcare,Hybrid,Good,Low,No,Weekly,South America
22-32,30,ill,Other,Healthcare,Hybrid,Good,Low,Yes,Weekly,Europe
32-42,51,ill,Other,Healthcare,Hybrid,Average,Medium,No,Daily,North America
>42,59,ill,Other,Consulting,Remote,Good,Low,No,Not At All,South America
22-32,42,ill,Male,Manufacturing,Remote,Poor,Medium,No,Not At All,Asia
>42,24,ill,Other,Finance,Onsite,Average,High,Yes,Daily,Africa
>42,52,ill,Male,Retail,Hybrid,Good,Medium,Yes,Not At All,Asia
>42,27,fit,Female,Consulting,Onsite,Good,High,No,Not At All,North America
22-32,46,fit,Other,Manufacturing,Remote,Good,Medium,No,Daily,Europe
>42,25,ill,Female,IT,Hybrid,Poor,High,Yes,Not At All,North America
>42,38,ill,Male,Manufacturing,Remote,Average,Low,Yes,Weekly,Africa
32-42,50,ill,Other,IT,Hybrid,Good,High,No,Not At All,Oceania
>42,40,fit,Male,Healthcare,Onsite,Average,Low,Yes,Weekly,South America
>42,45,ill,Male,IT,Remote,Poor,Low,No,Not At All,Asia
>42,48,fit,Male,Healthcare,Hybrid,Average,Low,No,Daily,Asia
>42,43,ill,Other,Consulting,Hybrid,Average,Low,Yes,Not At All,South America
22-32,57,fit,Male,Education,Hybrid,Average,Low,Yes,Weekly,North America
32-42,20,ill,Female,Healthcare,Onsite,Average,Low,No,Weekly,Asia
32-42,20,ill,Male,IT,Remote,Average,Low,No,Weekly,South America
32-42,40,ill,Male,Healthcare,Hybrid,Average,High,No,Not At All,South America
32-42,45,ill,Female,IT,Remote,Average,High,No,Daily,Africa
>42,54,ill,Other,Retail,Onsite,Good,Low,Yes,Weekly,North America
32-42,39,ill,Other,Healthcare,Onsite,Average,Low,Yes,Weekly,Africa
>42,51,fit,Female,Education,Onsite,Good,Medium,No,Daily,Oceania
>42,35,ill,Other,Education,Hybrid,Average,Medium,Yes,Not At All,Asia
22-32,48,ill,Other,IT,Onsite,Average,Low,Yes,Weekly,Oceania
>42,49,fit,Female,IT,Remote,Good,High,No,Not At All,Oceania
>42,47,fit,Other,Retail,Onsite,Good,High,Yes,Daily,Oceania
>42,36,ill,Female,Healthcare,Hybrid,Poor,Medium,No,Daily,Europe
32-42,58,ill,Other,Healthcare,Hybrid,Good,Low,Yes,Daily,Oceania
32-42,42,ill,Other,Education,Onsite,Average,Medium,No,Daily,Oceania
22-32,48,ill,Other,Healthcare,Onsite,Good,Medium,No,Daily,Oceania
>42,56,ill,Other,Healthcare,Onsite,Poor,Low,Yes,Daily,North America
>42,58,ill,Other,Consulting,Remote,Poor,Low,No,Weekly,South America
>42,49,ill,Female,Healthcare,Onsite,Poor,Medium,Yes,Weekly,South America
>42,25,ill,Other,Consulting,Hybrid,Good,Low,No,Weekly,Europe
>42,48,fit,Male,Finance,Remote,Poor,High,Yes,Not At All,Europe
22-32,20,fit,Male,Consulting,Hybrid,Poor,Medium,No,Daily,Oceania
22-32,39,fit,Other,Retail,Onsite,Good,High,No,Not At All,Oceania
>42,43,ill,Other,Finance,Hybrid,Good,Low,No,Weekly,North America
32-42,60,ill,Other,Finance,Hybrid,Poor,High,Yes,Weekly,Asia
>42,43,fit,Other,Retail,Onsite,Average,High,Yes,Weekly,North America
32-42,51,ill,Female,Manufacturing,Remote,Average,Medium,Yes,Daily,Europe
32-42,59,ill,Other,Healthcare,Hybrid,Poor,Low,No,Not At All,Africa
22-32,56,ill,Other,IT,Hybrid,Average,High,Yes,Not At All,Europe
>42,39,ill,Other,Finance,Remote,Good,High,No,Daily,Africa
32-42,23,fit,Other,Education,Remote,Poor,Medium,No,Weekly,Europe
>42,50,ill,Other,Consulting,Hybrid,Good,Low,No,Weekly,Asia
32-42,33,fit,Other,Manufacturing,Remote,Poor,Medium,No,Not At All,Oceania
22-32,50,ill,Other,IT,Hybrid,Average,Low,No,Daily,Africa
32-42,33,ill,Other,Retail,Onsite,Average,Low,No,Daily,Europe
>42,45,ill,Other,Manufacturing,Hybrid,Poor,Medium,No,Weekly,Africa
>42,53,ill,Female,IT,Hybrid,Poor,Low,Yes,Daily,Europe
>42,51,ill,Female,Consulting,Onsite,Good,Low,Yes,Daily,Europe
>42,24,ill,Other,IT,Onsite,Poor,Low,Yes,Daily,Oceania
32-42,34,fit,Other,Retail,Onsite,Average,Medium,No,Weekly,South America
>42,25,ill,Other,Healthcare,Onsite,Good,High,Yes,Daily,Oceania
22-32,45,ill,Other,Finance,Remote,Good,Low,No,Not At All,North America
32-42,48,ill,Female,Consulting,Remote,Good,Low,No,Weekly,South America
>42,49,ill,Female,Manufacturing,Hybrid,Poor,Medium,No,Daily,Europe
32-42,27,fit,Other,Education,Remote,Average,Low,No,Daily,Oceania
>42,58,ill,Other,Consulting,Onsite,Good,Medium,Yes,Weekly,North America
>42,55,ill,Female,Manufacturing,Remote,Good,Medium,Yes,Daily,North America
22-32,28,ill,Female,Finance,Onsite,Poor,Medium,No,Weekly,Asia
32-42,51,fit,Other,Retail,Remote,Good,High,Yes,Weekly,Africa
>42,41,ill,Other,Manufacturing,Onsite,Poor,Low,No,Daily,South America
>42,20,ill,Other,IT,Hybrid,Average,Low,Yes,Daily,Europe
22-32,21,ill,Other,Healthcare,Onsite,Average,Medium,Yes,Daily,Oceania
32-42,23,fit,Other,IT,Hybrid,Poor,Low,Yes,Weekly,South America
32-42,24,ill,Other,Consulting,Remote,Average,Medium,No,Daily,Oceania
22-32,36,ill,Other,IT,Onsite,Average,Low,No,Not At All,South America
32-42,35,ill,Other,Manufacturing,Hybrid,Good,High,Yes,Not At All,Oceania
>42,23,fit,Female,Retail,Onsite,Good,High,Yes,Daily,Europe
22-32,39,ill,Other,Healthcare,Onsite,Good,Low,No,Weekly,Asia
22-32,42,fit,Other,Education,Hybrid,Good,Medium,No,Weekly,Asia
32-42,29,ill,Male,Finance,Onsite,Good,Medium,No,Daily,Oceania
22-32,20,ill,Female,Education,Remote,Good,High,Yes,Not At All,South America
22-32,24,ill,Other,Education,Onsite,Good,High,Yes,Not At All,North America
>42,27,ill,Other,Healthcare,Hybrid,Poor,Medium,No,Daily,Europe
32-42,55,ill,Female,Healthcare,Hybrid,Average,Low,Yes,Daily,Asia
>42,48,fit,Female,Retail,Onsite,Poor,Low,Yes,Daily,South America
32-42,20,ill,Other,IT,Hybrid,Average,High,No,Weekly,North America
22-32,41,ill,Male,Healthcare,Hybrid,Poor,Low,Yes,Daily,North America
22-32,41,ill,Male,Finance,Remote,Average,High,Yes,Not At All,Africa
>42,36,ill,Other,IT,Remote,Poor,High,No,Weekly,South America
>42,23,fit,Other,Consulting,Hybrid,Average,Low,Yes,Daily,North America
>42,23,ill,Female,Education,Onsite,Good,Medium,Yes,Daily,Oceania
>42,23,ill,Other,Retail,Onsite,Good,High,No,Weekly,Asia
>42,48,ill,Other,Retail,Remote,Average,High,No,Daily,Asia
>42,36,ill,Male,Retail,Onsite,Good,High,No,Not At All,Asia
>42,32,ill,Other,Education,Hybrid,Poor,Medium,Yes,Not At All,North America
22-32,37,ill,Male,Education,Remote,Poor,High,No,Daily,North America
>42,49,fit,Other,Consulting,Remote,Poor,Low,Yes,Daily,South America
22-32,50,ill,Female,Manufacturing,Remote,Good,Medium,Yes,Weekly,Asia
>42,35,ill,Other,Education,Onsite,Poor,Low,No,Weekly,Europe
22-32,24,ill,Other,Retail,Onsite,Poor,Low,No,Weekly,South America
>42,45,ill,Female,Retail,Remote,Good,Low,Yes,Weekly,Oceania
>42,55,fit,Other,IT,Hybrid,Poor,High,No,Weekly,Africa
>42,28,ill,Other,Education,Remote,Poor,Medium,Yes,Weekly,Asia
>42,36,ill,Other,Consulting,Onsite,Average,Low,Yes,Weekly,Asia
32-42,20,fit,Other,Consulting,Hybrid,Average,Medium,Yes,Daily,Asia
22-32,39,fit,Female,Finance,Hybrid,Average,Medium,No,Daily,Africa
22-32,33,ill,Other,Consulting,Onsite,Poor,Low,Yes,Daily,Africa
32-42,21,fit,Other,IT,Onsite,Good,Low,Yes,Weekly,Asia
>42,22,ill,Other,Retail,Hybrid,Average,Medium,No,Not At All,South America
>42,44,ill,Other,Retail,Remote,Poor,High,No,Not At All,North America
22-32,39,ill,Female,Manufacturing,Remote,Average,Low,No,Weekly,South America
>42,36,ill,Other,Retail,Onsite,Average,High,No,Daily,Oceania
32-42,33,fit,Female,IT,Hybrid,Average,High,No,Daily,South America
32-42,50,ill,Male,Finance,Remote,Poor,High,Yes,Not At All,North America
22-32,29,ill,Male,Manufacturing,Onsite,Poor,Low,Yes,Weekly,Oceania
>42,20,ill,Female,Retail,Onsite,Good,Low,No,Weekly,Europe
22-32,31,ill,Male,Consulting,Hybrid,Poor,Low,Yes,Daily,South America
>42,32,ill,Female,Finance,Hybrid,Poor,High,Yes,Not At All,South America
>42,43,fit,Other,Consulting,Onsite,Poor,High,Yes,Daily,Oceania
>42,35,ill,Other,Healthcare,Remote,Good,High,Yes,Daily,Asia
>42,44,ill,Other,Manufacturing,Remote,Poor,Medium,No,Not At All,North America
>42,22,fit,Other,Manufacturing,Onsite,Average,High,No,Weekly,Asia
